file,precision,registers,version,block,sort,kernel time,total time,memory
0_UNIFORM_10000,float,-,3,64,-,6250,11583,16847048
0_UNIFORM_10000,float,-,3,64,w,6315,12680,16887048
0_UNIFORM_10000,float,-,3,64,W,6292,12646,16887048
0_UNIFORM_10000,float,-,3,64,h,6284,12663,16887048
0_UNIFORM_10000,float,-,3,64,H,6352,12907,16887048
0_UNIFORM_10000,float,-,3,128,-,5126,10459,16946208
0_UNIFORM_10000,float,-,3,128,w,5157,11527,16986208
0_UNIFORM_10000,float,-,3,128,W,5150,11515,16986208
0_UNIFORM_10000,float,-,3,128,h,5168,11520,16986208
0_UNIFORM_10000,float,-,3,128,H,5150,11505,16986208
0_UNIFORM_10000,float,-,4,64,-,6309,10404,16798872
0_UNIFORM_10000,float,-,4,64,w,6472,11596,16838872
0_UNIFORM_10000,float,-,4,64,W,6422,11556,16838872
0_UNIFORM_10000,float,-,4,64,h,6347,11486,16838872
0_UNIFORM_10000,float,-,4,64,H,6295,11419,16838872
0_UNIFORM_10000,float,-,4,128,-,4981,9096,16798872
0_UNIFORM_10000,float,-,4,128,w,4971,10101,16838872
0_UNIFORM_10000,float,-,4,128,W,4991,10134,16838872
0_UNIFORM_10000,float,-,4,128,h,5007,10149,16838872
0_UNIFORM_10000,float,-,4,128,H,4921,10055,16838872
0_UNIFORM_10000,double,-,1,64,-,31549,35347,32970152
0_UNIFORM_10000,double,-,1,64,w,31751,37216,33010152
0_UNIFORM_10000,double,-,1,64,W,31707,37164,33010152
0_UNIFORM_10000,double,-,1,64,h,31679,37312,33010152
0_UNIFORM_10000,double,-,1,64,H,31672,37120,33010152
0_UNIFORM_10000,double,-,1,128,-,31434,34957,32970152
0_UNIFORM_10000,double,-,1,128,w,31434,36882,33010152
0_UNIFORM_10000,double,-,1,128,W,31501,37120,33010152
0_UNIFORM_10000,double,-,1,128,h,31428,36883,33010152
0_UNIFORM_10000,double,-,1,128,H,31442,36905,33010152
0_UNIFORM_10000,double,-,2,64,-,11623,15294,32970152
0_UNIFORM_10000,double,-,2,64,w,11662,17249,33010152
0_UNIFORM_10000,double,-,2,64,W,11640,17248,33010152
0_UNIFORM_10000,double,-,2,64,h,11652,17240,33010152
0_UNIFORM_10000,double,-,2,64,H,11644,17236,33010152
0_UNIFORM_10000,double,-,2,128,-,11161,14811,32970152
0_UNIFORM_10000,double,-,2,128,w,11166,16753,33010152
0_UNIFORM_10000,double,-,2,128,W,11173,16758,33010152
0_UNIFORM_10000,double,-,2,128,h,11174,16772,33010152
0_UNIFORM_10000,double,-,2,128,H,11163,16762,33010152
0_UNIFORM_10000,double,-,3,64,-,11103,16496,33162180
0_UNIFORM_10000,double,-,3,64,w,11128,18471,33202180
0_UNIFORM_10000,double,-,3,64,W,11101,18443,33202180
0_UNIFORM_10000,double,-,3,64,h,11145,18486,33202180
0_UNIFORM_10000,double,-,3,64,H,11105,18437,33202180
0_UNIFORM_10000,double,-,3,128,-,10660,16235,33361436
0_UNIFORM_10000,double,-,3,128,w,10616,17958,33401436
0_UNIFORM_10000,double,-,3,128,W,10652,17977,33401436
0_UNIFORM_10000,double,-,3,128,h,10603,17935,33401436
0_UNIFORM_10000,double,-,3,128,H,10632,17959,33401436
0_UNIFORM_10000,double,-,4,64,-,11200,15379,33063956
0_UNIFORM_10000,double,-,4,64,w,11190,17322,33103956
0_UNIFORM_10000,double,-,4,64,W,11194,17319,33103956
0_UNIFORM_10000,double,-,4,64,h,11203,17324,33103956
0_UNIFORM_10000,double,-,4,64,H,11129,17275,33103956
