file,precision,registers,version,block,sort,kernel time,total time,memory
terminate called after throwing an instance of 'thrust::system::system_error'
  what():  radix_sort: failed to get memory buffer: too many resources requested for launch
0_UNIFORM_5000,double,-,1,512,-,937185,937865,26915156
0_UNIFORM_5000,double,-,1,512,h,937020,938143,26935152
0_UNIFORM_5000,double,-,1,512,H,936932,937986,26935152
0_UNIFORM_5000,double,32,1,512,-,706796,707458,26915156
0_UNIFORM_5000,double,32,1,512,h,707737,708736,26935152
0_UNIFORM_5000,double,32,1,512,H,707253,708306,26935152
0_UNIFORM_5000,double,32,1,1024,-,790512,791154,26910156
0_UNIFORM_5000,double,32,1,1024,h,789548,790537,26930152
0_UNIFORM_5000,double,32,1,1024,H,789631,790618,26930152
0_UNIFORM_5000,double,32,2,512,-,707251,707932,26915156
0_UNIFORM_5000,double,32,2,512,h,708269,709256,26935152
0_UNIFORM_5000,double,32,2,512,H,706883,707874,26935152
0_UNIFORM_5000,double,32,2,1024,-,785546,786171,26910156
0_UNIFORM_5000,double,32,2,1024,h,786263,787241,26930152
0_UNIFORM_5000,double,32,2,1024,H,787031,788030,26930152
0_UNIFORM_5000,double,32,3,512,-,732744,733340,26925156
0_UNIFORM_5000,double,32,3,512,h,733076,734117,26945152
0_UNIFORM_5000,double,32,3,512,H,732620,733596,26945152
0_UNIFORM_5000,double,32,3,1024,-,805782,806387,26915156
0_UNIFORM_5000,double,32,3,1024,h,805823,806763,26935152
0_UNIFORM_5000,double,32,3,1024,H,804989,805929,26935152
0_UNIFORM_100000,float,-,1,512,-,7320457,7323421,275900096
0_UNIFORM_100000,float,-,1,512,h,7319625,7323860,276300092
0_UNIFORM_100000,float,-,1,512,H,7318368,7322488,276300092
0_UNIFORM_100000,float,-,1,1024,-,7978752,7981407,275800096
0_UNIFORM_100000,float,-,1,1024,h,7980606,7984626,276200092
0_UNIFORM_100000,float,-,1,1024,H,7979441,7983350,276200092
0_UNIFORM_100000,float,-,2,512,-,7362411,7365676,275900096
0_UNIFORM_100000,float,-,2,512,h,7362631,7367075,276300092
0_UNIFORM_100000,float,-,2,512,H,7359711,7364134,276300092
0_UNIFORM_100000,float,-,2,1024,-,8027584,8030349,275800096
0_UNIFORM_100000,float,-,2,1024,h,8030669,8034853,276200092
0_UNIFORM_100000,float,-,2,1024,H,8030935,8034953,276200092
0_UNIFORM_100000,float,-,3,512,-,7323150,7326250,276100096
0_UNIFORM_100000,float,-,3,512,h,7319178,7323629,276500092
0_UNIFORM_100000,float,-,3,512,H,7317416,7321774,276500092
0_UNIFORM_100000,float,-,3,1024,-,7970510,7973284,275900096
0_UNIFORM_100000,float,-,3,1024,h,7973115,7977170,276300092
0_UNIFORM_100000,float,-,3,1024,H,7973977,7978106,276300092
terminate called after throwing an instance of 'thrust::system::system_error'
  what():  radix_sort: failed to get memory buffer: too many resources requested for launch
0_UNIFORM_100000,double,-,1,512,-,18808886,18812253,538300156
0_UNIFORM_100000,double,-,1,512,h,18826834,18831679,538700152
0_UNIFORM_100000,double,-,1,512,H,18834394,18839042,538700152
0_UNIFORM_100000,double,32,1,512,-,14111368,14114462,538300156
0_UNIFORM_100000,double,32,1,512,h,14095953,14100316,538700152
0_UNIFORM_100000,double,32,1,512,H,14110650,14115012,538700152
0_UNIFORM_100000,double,32,1,1024,-,15790527,15793384,538200156
0_UNIFORM_100000,double,32,1,1024,h,15796974,15801400,538600152
0_UNIFORM_100000,double,32,1,1024,H,15796783,15800995,538600152
0_UNIFORM_100000,double,32,2,512,-,14129678,14132787,538300156
0_UNIFORM_100000,double,32,2,512,h,14140342,14145168,538700152
0_UNIFORM_100000,double,32,2,512,H,14135870,14140805,538700152
0_UNIFORM_100000,double,32,2,1024,-,15718705,15721998,538200156
0_UNIFORM_100000,double,32,2,1024,h,15724113,15730521,538600152
0_UNIFORM_100000,double,32,2,1024,H,15724627,15729068,538600152
0_UNIFORM_100000,double,32,3,512,-,14615999,14619521,538500156
0_UNIFORM_100000,double,32,3,512,h,14612663,14617466,538900152
0_UNIFORM_100000,double,32,3,512,H,14612775,14617568,538900152
0_UNIFORM_100000,double,32,3,1024,-,16108300,16111345,538300156
0_UNIFORM_100000,double,32,3,1024,h,16113407,16117868,538700152
0_UNIFORM_100000,double,32,3,1024,H,16112592,16117035,538700152
1_RAND_100000,float,-,1,512,-,14689640,14694210,516678850
1_RAND_100000,float,-,1,512,h,15108814,15114298,517070094
1_RAND_100000,float,-,1,512,H,15071230,15075712,517070094
1_RAND_100000,float,-,2,512,-,14780652,14784260,516678850
